ID Cliente; Nome Completo ;CPF;Data Nasc.;E-mail;Telefone ;Cidade;UF ;Renda Mensal (R$);Segmento;Data Cadastro
CLT-0001;Olívia Costa;026.542.351-16;21-12-1971;;+55 47 95333-1711;GOIÂNIA;GO ;27.953,51;VAREJO;28/06/2023
CLT-0496;Vinícius Carvalho;19537749266;31/05/1976;vinicius.carvalho43@gmail.com;(47) 96186-7784;vitória;ES ;R$ 54.407,26;PREMIUM;2026-03-03
CLT-0782;Thiago Rocha;171.485.418-39;06/07/1991;thiago.rocha48@gmail.com;(61) 93146-7012;Salvador;BA ;R$ 47533.16;VAREJO;01/03/25
CLT-0590;Priscila Santos Teixeira;865.557.512-47;24/01/1968;PRISCILA.TEIXEIRA@HOTMAIL.COM;11973319581;Vitória;es;47.375,35;Private;22-04-2024
CLT-0688;Wesley Campos;299.126.994-52;04/04/1954;wesley.campos91@yahoo.com.br;21926871375;Fortaleza;CE;R$ 1.822,24;PREMIUM;30-jul-2023
CLT-0712;Paulo Carvalho;31730332496;26-09-1968;paulo.carvalho86@yahoo.com.br;81 964619189;Curitiba;PR ;R$ 32.406,56;PREMIUM;19/08/2022
CLT-0313;WESLEY FREITAS;847.127.058-77;02/11/2002;wesley.freitas65@yahoo.com.br;;Fortaleza;ce;7.781,46;VAREJO;05/02/2019
CLT-0115;Otávio Ribeiro;42843479552;10/11/1954;otavio.ribeiro16@bol.com.br;62 970996981;Curitiba;pr;R$ 2.312,16;VAREJO;2019-01-13
CLT-0775;  Isabela Dias;27433037271;1962-03-18;isabela.dias85@yahoo.com.br;31956575886;Recife;PE;4635,45;Varejo;20/05/2024
CLT-0077;Eduarda Almeida Costa;490.352.135-68;09/04/1979;eduarda.costa53@gmail.com;31 915097625;Vitória;ES;10.491,63;Premium;08/08/2020
CLT-0608;eduarda  araújo rodrigues   ;52241142066;19/05/1988;eduarda.rodrigues7@hotmail.com;+55 21 95195-6238;Goiânia;go;12.022,89;Private;06/06/2015
CLT-0613;  marcos almeida lima;49312146394;1991-06-10;marcos.lima99@gmail.com;31 962975554;Recife;pe;3374.57;Varejo;09/09/2018
CLT-0029;henrique rocha;89178390847;27/08/1965;;+55 81 97580-7984;Belo Horizonte;MG ;1.883,81;varejo;12/12/2024
CLT-0373;Olívia Oliveira Dias;642.813.190-92;1953-04-04;olivia.diasgmail.com;(71) 93751-4870;Vitória;es;R$ 11517.83;Premium;23/09/2016
CLT-0118;EDUARDA LIMA CARDOSO;228.200.55778;1968-11-22;EDUARDA.CARDOSO@HOTMAIL.COM;+55 31 99835-3900;Curitiba;PR;3.879,40;Varejo;2024-10-03
CLT-0416;HENRIQUE CARVALHO;521.650.587-14;19/02/1986;henrique.carvalho19@gmail.com;(21) 99566-3854;Manaus;AM;3.510,13;VAREJO;2022-05-05
CLT-0502;Eduarda Almeida Costa;187.506.776-10;1999-07-15;eduarda.costa13@bol.com.br;+55 61 93736-1102;FORTALEZA;CE;R$ 55908.46;PREMIUM;02/04/17
CLT-0014;Débora Gomes Freitas;2980699016;25/08/2001;debora.freitas78@hotmail.com;(51) 97211-6363;Vitória;ES;R$ 35.554,29;premium;03/07/2023
CLT-0206;Wesley Martins;111.508.353-54;16-12-1995;wesley.martins23@yahoo.com.br;+55 19 95496-4123;Curitiba;PR;R$ 1814.34;premium;09/11/2020
CLT-0197;Natália Martins Rocha;70026876811;04/12/99;natalia.rocha85@outlook.com;19982933022;Recife;pe;5569,10;Premium;11/01/2023
CLT-0711;Sofia Martins Araújo;703.056.870-94;04/07/1963;;62972581078;Belém;PA;R$ 38151.83;Private;2020-09-06
CLT-0504;Ana  Freitas;67080897474;2006-05-14;ana.freitas61@hotmail.com;(47) 95656-7645;Curitiba;PR;R$ 2982.63;PREMIUM;05-05-2019
CLT-0743;João Rodrigues;6871413493;1988-05-11;joao.rodrigues45@bol.com.br;;Curitiba;PR ;4.983,06;PREMIUM;12/03/2023
CLT-0184;Vinícius Martins Teixeira;61027769749;1966-05-07;vinicius.teixeira24@hotmail.com;(62) 97471-5958;Manaus;am;R$ 1.707,19;Varejo;13/04/2019
CLT-0305;Yasmin Ferreira Oliveira;77382646091;1958-09-19;yasmin.oliveira77@outlook.com;+55 61 92361-4400;Fortaleza;CE ;14.691,89;Varejo;26/10/2021
CLT-0025;Rafaela Carvalho Rodrigues;671.369.59440;1994-08-25;rafaela.rodrigues10@yahoo.com.br;;Campinas;sp;11589.85;Varejo;02-06-2021
CLT-0781;Paulo Campos;153.374.356-70;1960-07-11;paulo.campos55@bol.com.br;81 937149380;Curitiba;PR;R$ 2.674,02;VAREJO;24/02/22
CLT-0355;Priscila Santos;370.033.228-55;1985-12-08;priscila.santos58@hotmail.com;71 913159359;Salvador;BA;1.553,55;varejo;2024-04-22
CLT-0075;Carla Cardoso;061.744.518-70;21/01/1966;carla.cardoso41@outlook.com;51949748600;Salvador;ba;R$ 3117.19;varejo;20-05-2019
CLT-0783;Gustavo Nascimento;769.473.08824;31/08/1956;gustavo.nascimento48@yahoo.com.br;(62) 96937-4964;Florianópolis;sc;R$ 1949.87;PREMIUM;12-10-2018
CLT-0498;Natália Silva;221.215.481-58;2005-12-08;natalia.silva98@gmail.com;;RECIFE;PE ;R$ 6.082,53;VAREJO;11/03/2015
CLT-0092;Tatiane Carvalho Campos;23098215064;1964-12-25;tatiane.campos63@outlook.com;+55 47 91785-2771;Recife;PE ;;VAREJO;2024-05-07
CLT-0594;Tatiane Cardoso;295.868.419-62;09-04-1992;tatiane.cardosogmail.com;+55 31 98034-1510;Manaus;AM;6.820,16;Varejo;14-06-2023
CLT-0611;Érico Ferreira;66535389629;24/02/1964;erico.ferreira48@hotmail.com;(41) 93524-5745;Rio de Janeiro;RJ;R$ 26370.16;premium;2023-09-16
CLT-0808;JULIANA FREITAS;477.198.883-74;29/05/1998;juliana.freitas74@gmail.com;11976079324;Fortaleza;ce;R$ 5.250,46;varejo;29/11/2015
CLT-0436;JOÃO OLIVEIRA;11079771400;10/03/1989;;41 999102113;Vitória;ES;12.977,65;Premium;2021-01-17
CLT-0370;Priscila Rodrigues Costa;99485320895;06/09/1953;priscila.costa73@gmail.com;+55 71 94328-9875;Salvador;BA;R$ 31086.95;Varejo;2017-01-16
CLT-0215;YASMIN PEREIRA   ;74233629344;13-out-1996;yasmin.pereira19@hotmail.com;(41) 95454-8883;Manaus;AM;R$ 4281.54;Varejo;07/12/2023
CLT-0375;Priscila Campos;195.419.666-45;1999-05-16;priscila.campos92@yahoo.com.br;11 945318135;Brasília;DF;40126.10;Varejo;02/02/25
CLT-0500;Marcos Monteiro Teixeira;31800366602;20/09/1997;marcos.teixeira20@yahoo.com.br;61942223642;São Paulo;SP ;R$ 2.593,88;Premium;19/11/2023
CLT-0715;Nicolas Teixeira;896.220.682-43;01/09/1953;nicolas.teixeira96@yahoo.com.br;(41) 91850-3344;Fortaleza;CE;7.033,96;Private;26/02/2020
CLT-0505;Kevin Monteiro Nascimento;860.521.026-27;1960-02-05;KEVIN.NASCIMENTO@HOTMAIL.COM;85 920021296;Florianópolis;SC ;R$ 14.404,45;VAREJO;31/08/2020
CLT-0533;DÉBORA CARDOSO RIBEIRO;656.224.197-68;25/09/77;debora.ribeiro13@hotmail.com;51958078754;Fortaleza;ce;R$ 3.117,31;varejo;2018-07-31
CLT-0438;  Sofia Souza;821.160.20418;17-04-2002;sofia.souza22@yahoo.com.br;+55 41 97051-9404;Curitiba;PR ;3165,87;varejo;22/01/25
CLT-0764;Eduarda Cardoso Nascimento;07122600822;1964-09-04;eduarda.nascimento10@bol.com.br;81955833979;São Paulo;SP;R$ 1.646,61;Varejo;2021-06-01
CLT-0410;  Otávio Costa;26958264186;21/11/1971;otavio.costa1@outlook.com;(19) 92192-4549;Curitiba;PR ;25.698,25;Varejo;21/07/2024
CLT-0501;Otávio Ferreira Cardoso;763.328.389-63;1979-04-22;otavio.cardoso79@hotmail.com;62923649284;RIO DE JANEIRO;RJ;R$ 22.385,65;Varejo;11/01/2024
CLT-0182;Diego Campos Oliveira;21476492515;1968-12-18;diego.oliveira99@yahoo.com.br;+55 71 98805-5398;Manaus;am;9.955,29;premium;23-06-2024
CLT-0665;Priscila Teixeira   ;159.229.127-06;01/11/1983;priscila.teixeira30@gmail.com;(21) 91715-5329;Vitoria;ES ;5935.78;Varejo;2018-04-04
CLT-0345;Marcos Rocha;159.709.962-54;13/10/1951;marcos.rocha39@yahoo.com.br;85913849021;Campinas;SP;R$ 3.999,37;Private;10-05-2020
CLT-0404;Gabriela Dias;06011987561;1958-01-30;gabriela.dias26@hotmail.com;(71) 99592-1137;Curitiba;PR;R$ 28.671,29;premium;06-ago-2015
CLT-0199;Bruno  Dias;580.304.687-50;19/03/1967;bruno.dias87@gmail.com;;Campinas;SP ;3.178,49;Premium;01/09/16
CLT-0420;Yasmin Pereira Cardoso;51381865507;09-jul-1980;yasmin.cardoso50@hotmail.com;+55 85 96314-1256;Curitiba;PR;4273.36;VAREJO;11-06-2021
CLT-0214;bruno moreira;75245086403;14/11/1970;bruno.moreiragmail.com;(41) 94372-9836;Manaus;AM;R$ 1602.62;VAREJO;27-07-2020
CLT-0107;Otávio Araújo   ;91846386557;20/07/68;OTAVIO.ARAUJO@HOTMAIL.COM;11992223276;Porto Alegre;RS;R$ 6.351,05;Varejo;2026-07-17
CLT-0625;OLÍVIA RIBEIRO;725.084.232-42;1958-05-14;olivia.ribeiro3@bol.com.br;11954872310;salvador;BA;R$ 44.551,22;Varejo;25-06-2017
CLT-0705;Larissa Teixeira;42526119789;16/04/1971;larissa.teixeira50@yahoo.com.br;;Vitória;ES;3966.59;Premium;15-fev-2025
CLT-0253;Gustavo Martins;92098196027;02-08-1965;gustavo.martins51@outlook.com;(31) 94927-4633;Campinas;SP;3.142,14;VAREJO;02-07-2020
CLT-0076;Priscila  Araújo Nascimento;41038657191;1963-07-05;priscila.nascimento95@outlook.com;71922262020;Brasília;df;R$ 1528.69;Private;23/04/2020
CLT-0618;Igor Almeida   ;54013153506;1976-06-05;igor.almeida79@gmail.com;(19) 94039-7365;Brasília;DF;5.205,28;Varejo;22/09/2022
CLT-0265;TATIANE SILVA CARVALHO;821.423.691-43;29/03/77;tatiane.carvalho56@outlook.com;41973287923;Brasília;df;R$ 11017.20;Premium;10/11/20
CLT-0382;César Dias;510.046.277-65;06-05-1975;cesar.dias86@bol.com.br;;fortaleza;CE;2904.64;Varejo;16/02/2019
CLT-0566;Lucas  Nascimento;808.203.91702;2000-09-07;lucas.nascimento88@gmail.com;(19) 95334-5597;Brasília;DF ;R$ 24.407,15;Varejo;2023-07-23
CLT-0371;Helena Ferreira Ferreira;167.726.960-84;1993-08-16;HELENA.FERREIRA@HOTMAIL.COM;71995846608;Campinas;SP ;43.988,65;Varejo;13-09-2023
CLT-0359;Ana Teixeira Santos;096.873.045-19;19-10-1988;ana.santos26@outlook.com;+55 85 93685-7115;RECIFE;PE;29.392,74;premium;08/04/2018
CLT-0347;Eduarda  Costa Teixeira;191.023.121-10;1959-08-09;;41918192301;BELÉM;pa;26249.75;Premium;2019-04-28
CLT-0657;Carla Dias;888.048.514-20;1980-02-09;carla.dias91@yahoo.com.br;41975655878;Fortaleza;CE ;6545,14;Varejo;2018-03-31
CLT-0086;Tatiane Cardoso Araújo;3074505444;1959-06-24;tatiane.araujo23@outlook.com;;belo horizonte;MG;36.068,80;Premium;13/03/2022
CLT-0791;Samuel Rodrigues Oliveira;118.926.055-54;09/06/1950;samuel.oliveira49@gmail.com;51938747524;Rio de Janeiro;RJ ;R$ 1.459,92;premium;12-05-2026
CLT-0542;Fátima Silva Costa;871.564.783-70;2003-09-13;fatima.costa36@yahoo.com.br;(51) 94739-9684;Vitória;ES;R$ 3.000,96;Varejo;02/12/2024
CLT-0707;Otávio Ferreira Almeida   ;709.067.618-37;16-11-1964;otavio.almeida22@bol.com.br;61910428916;Rio de Janeiro;rj;40.326,33;Private;2016-06-22
CLT-0386;Eduarda Freitas;263.840.911-22;1971-06-29;eduarda.freitas65@bol.com.br;62997624181;Belo Horizonte;MG;R$ 2323.65;Varejo;18/11/2022
CLT-0231;Ana Dias Ribeiro;2850676251;18/05/1986;ana.ribeiro68@bol.com.br;(85) 92931-5752;Goiânia;GO;R$ 5.518,93;Varejo;12/10/2019
CLT-0573;João Dias;748.904.760-78;14/01/1954;joao.dias62@hotmail.com;;Rio de Janeiro;rj;11579,24;Premium;2025-07-20
CLT-0315;ISABELA CARVALHO;74113257970;22/09/1981;isabela.carvalho48@gmail.com;(62) 98979-5093;RECIFE;PE;7059.14;PREMIUM;31/05/2023
CLT-0020;Thiago Rocha;46488771906;1973-09-25;thiago.rocha19@gmail.com;;FORTALEZA;ce;15140,53;Varejo;19-jun-2015
CLT-0486;  Yasmin Dias Ferreira;353.059.702-55;1952-12-18;yasmin.ferreira73@yahoo.com.br;81977754381;Sao Paulo;SP ;R$ 13.296,55;VAREJO;03/10/16
CLT-0091;Felipe  Lima Martins;66760083505;1962-11-07;felipe.martins98@hotmail.com;(11) 91067-5076;Salvador;BA;4212,96;PREMIUM;31/12/2021
CLT-0815;Gabriela Dias;449.506.095-80;04/08/1974;gabriela.dias70@gmail.com;81952976578;São Paulo;SP;5.748,03;VAREJO;2019-12-11
CLT-0816;Vera Rodrigues Oliveira;91953016472;2001-04-09;vera.oliveira84@yahoo.com.br;+55 21 98690-5808;Goiânia;GO ;18.175,66;VAREJO;2022-03-07
CLT-0241;Igor Costa Rocha;252.677.119-64;04/08/1997;igor.rocha64@outlook.com;31939797308;campinas;SP;3.352,34;premium;2025-10-17
CLT-0399;BRUNO FREITAS   ;50902556184;13/01/1951;bruno.freitas82@bol.com.br;+55 21 99941-3423;Vitória;ES;52.214,93;Premium;10/09/2025
CLT-0740;Olívia Pereira;654.612.53606;09/07/1951;olivia.pereira45@yahoo.com.br;;RIO DE JANEIRO;RJ;3.336,01;Varejo;26/09/21
CLT-0122;Karina Rodrigues;00528127358;09-05-1951;karina.rodrigues89@bol.com.br;+55 81 94161-1349;Curitiba;PR ;10.984,67;private;08/01/2018
CLT-0645;Mariana Ferreira Martins;104.802.835-41;11/12/85;mariana.martins26@gmail.com;+55 47 93944-1828;vitória;ES;R$ 3.761,96;Varejo;20-11-2020
CLT-0629;Fátima Nascimento;911.776.665-05;1957-06-07;fatima.nascimento57@outlook.com;(71) 92096-3048;curitiba;pr;17.388,46;Private;09-12-2016
CLT-0706;Nicolas Pereira;73805203881;27/05/1983;NICOLAS.PEREIRA@HOTMAIL.COM;62980269404;Goiânia;GO;R$ 18.200,02;Varejo;08/04/21
CLT-0101;KARINA  TEIXEIRA;832.818.268-86;02/09/1961;karina.teixeira77@gmail.com;41964376424;Recife;PE ;R$ 18.117,68;VAREJO;26-ago-2025
CLT-0360;Gustavo Araújo;7820582958;2002-01-20;gustavo.araujo70@yahoo.com.br;41 974932339;Goiânia;go;15225,82;PRIVATE;2026-03-31
CLT-0444;Samuel Oliveira;98748694155;11-set-1958;samuel.oliveira24@yahoo.com.br;(19) 91807-2812;Fortaleza;ce;R$ 7.762,33;PREMIUM;19/01/2019
CLT-0317;  Helena Ribeiro;95119181828;10/09/1960;helena.ribeiro66@outlook.com;81 941272197;Manaus;am;8.385,01;Premium;2021-03-18
CLT-0621;karina almeida;35999400410;1986-07-28;karina.almeida71@hotmail.com;81928974738;brasília;DF;41442.00;Varejo;03/08/17
CLT-0116;Paulo Cardoso;890.612.034-71;21/03/1974;paulo.cardoso23@yahoo.com.br;61969035222;Campinas;SP;18.192,68;Premium;16/11/22
CLT-0094;Eduarda Campos;00225579415;28/11/1995;eduarda.campos7@gmail.com;(71) 97557-8479;Goiânia;GO;18.226,98;Varejo;22-09-2025
CLT-0576;Igor Dias;70898709201;1975-05-06;igor.dias25@bol.com.br;(85) 95622-4643;Manaus;AM;R$ 3.468,00;premium;04-04-2018
CLT-0593;Natália Silva;44203158925;1976-11-02;;11 986784132;Florianópolis;SC;R$ 21.806,30;VAREJO;06/02/2020
CLT-0748;Igor Freitas;155.590.62787;11/04/1972;igor.freitasgmail.com;(61) 92605-3489;Porto Alegre;RS ;3022.94;Varejo;02-out-2023
CLT-0534;Helena Souza;21564952549;11/04/1953;helena.souza41@outlook.com;+55 71 95528-5637;Goiania;GO;R$ 36.771,05;varejo;10/10/2017
CLT-0349;Igor Oliveira Rocha   ;575.757.475-83;24/04/1994;igor.rochagmail.com;62967817713;BELO HORIZONTE;MG;2.593,90;VAREJO;2024-01-17
CLT-0626;Gabriela Martins;32959452315;11/11/03;gabriela.martins64@bol.com.br;(31) 99607-7338;Salvador;BA;R$ 3.079,78;VAREJO;2018-02-19
CLT-0683;Juliana Ribeiro;90525659950;1992-03-14;;+55 51 93688-4812;Rio de Janeiro;RJ ;N/A;Varejo;2019-03-04
CLT-0259;Vinícius Oliveira Rodrigues;883.977.457-31;19/04/1973;vinicius.rodrigues18@bol.com.br;+55 21 96783-4971;Brasília;DF;50121.39;PREMIUM;2019-08-14
CLT-0208;  Vinícius Martins;863.715.974-12;1998-03-26;vinicius.martins43@bol.com.br;(11) 99005-1439;Recife;PE;R$ 54.677,79;Varejo;28/08/2023
CLT-0187;   Helena Lima;1837455084;20/01/59;helena.lima46@hotmail.com;;curitiba;PR;14.041,75;VAREJO;02-abr-2025
CLT-0097;César Cardoso;102.726.149-33;09/10/90;CESAR.CARDOSO@HOTMAIL.COM;+55 41 98488-4122;Salvador;ba;R$ 12.261,67;Varejo;18/04/2024
CLT-0238;Vera Araújo;891.649.837-35;1981-03-04;vera.araujo38@outlook.com;(71) 93550-8308;Curitiba;PR;8124.90;varejo;08/04/2023
CLT-0766;Juliana Silva;809.282.616-41;07/04/1951;juliana.silva7@yahoo.com.br;+55 41 99072-2221;Fortaleza;CE ;R$ 7571.97;Varejo;30/09/2015
CLT-0557;Mariana Dias Souza;63494290461;27/05/75;mariana.souza59@hotmail.com;(21) 99382-8231;RIO DE JANEIRO;RJ ;R$ 34.480,49;PREMIUM;2026-02-02
CLT-0280;Felipe Oliveira;943.535.375-13;10-mar-1984;felipe.oliveira69@gmail.com;71969292305;CAMPINAS;sp;38.893,17;Varejo;2023-02-15
CLT-0034;karina oliveira;779.979.955-27;1979-11-18;karina.oliveira83@hotmail.com;51955001920;Porto Alegre;rs;R$ 1.819,79;VAREJO;2025-05-10
CLT-0008;DÉBORA OLIVEIRA FERREIRA;824.493.534-87;27/03/98;DEBORA.FERREIRA84@BOL.COM.BR;11 925127939;Campinas;SP;R$ 7.176,97;varejo;25-06-2022
CLT-0411;Otávio Martins;273.008.69661;27/01/1967;otavio.martins70@hotmail.com;(71) 99255-4310;Vitória;es;1829.32;premium;06-07-2022
CLT-0655;Igor Rocha Barbosa;609.193.511-74;26/07/1966;igor.barbosa64@hotmail.com;+55 19 94603-8434;vitória;ES ;R$ 16122.76;Private;16/05/2024
CLT-0038;Karina Rodrigues Carvalho;051.522.047-27;14/04/1996;karina.carvalho58@outlook.com;(21) 91311-5193;Fortaleza;CE;R$ 34.958,46;Private;29/06/2024
CLT-0171;Débora Santos;864.079.056-96;16/12/1986;debora.santosgmail.com;81926394373;Recife;PE ;33.044,67;Premium;13/08/2022
CLT-0584;Fátima Moreira;914.016.933-28;15/04/1991;fatima.moreira91@hotmail.com;+55 51 99104-2156;florianópolis;SC;5.907,13;Varejo;16-03-2015
CLT-0442;Priscila Barbosa;14131935923;09/11/1973;priscila.barbosa62@hotmail.com;41 987847678;Campinas;sp;R$ 43.030,01;varejo;29/07/2020
CLT-0601;Marcos Monteiro;302.915.854-23;13/08/1969;marcos.monteiro21@bol.com.br;71971082130;Belo Horizonte;MG;29340.86;PRIVATE;2020-09-14
CLT-0802;Carla Ferreira;433.331.883-84;1959-02-25;carla.ferreiragmail.com;+55 21 93095-6899;belo horizonte;mg;2495,08;Varejo;14/04/2015
CLT-0256;Nicolas Campos;849.649.856-01;11/11/1964;nicolas.campos78@yahoo.com.br;(31) 96861-5019;Rio de Janeiro;RJ ;2244.49;varejo;06/05/2023
CLT-0012;Natália Rocha;936.763.201-63;18-jun-1975;natalia.rocha26@hotmail.com;+55 85 98611-1822;Florianópolis;SC;R$ 1353.74;varejo;2017-09-21
CLT-0203;Larissa Campos Freitas;50033423425;29/08/1970;larissa.freitas1@outlook.com;41 913523884;BELÉM;pa;R$ 25696.08;VAREJO;21-06-2015
CLT-0736;Igor Santos;769.584.442-02;11-fev-1986;igor.santos38@outlook.com;62934445113;São Paulo;SP;6263,95;Varejo;17-04-2019
CLT-0614;Isabela  Campos Teixeira;497.196.706-83;27/05/1968;isabela.teixeira74@outlook.com;;Manaus;AM;R$ 24.393,49;Premium;06-11-2022
CLT-0806;João Campos;48749391660;1951-05-30;joao.campos22@outlook.com;11911705953;são paulo;SP;6.455,65;VAREJO;07-07-2015
CLT-0633;Fátima Cardoso;9344212914;1979-05-03;fatima.cardoso97@yahoo.com.br;11 940483414;Recife;PE;R$ 10.151,88;PREMIUM;2026-01-25
CLT-0437;Vera Monteiro Santos;66984166123;30-mai-1978;vera.santos51@bol.com.br;(81) 98862-5360;Salvador;BA;22604,75;VAREJO;2022-03-25
CLT-0137;Wesley Teixeira;605.583.034-41;1961-08-21;wesley.teixeira38@hotmail.com;+55 61 91100-2865;Vitória;ES ;R$ 3.607,94;premium;27-08-2015
CLT-0451;NATÁLIA GOMES;93781053912;16-jul-1992;natalia.gomes86@outlook.com;+55 85 95185-9828;Manaus;AM;17910,22;Premium;18-jul-2024
CLT-0268;ana costa;97916202232;1956-01-10;ana.costa57@yahoo.com.br;(41) 98801-8871;Campinas;SP;4048.15;Premium;21/01/2026
CLT-0670;Gustavo Monteiro   ;921.773.516-68;20/08/03;gustavo.monteiro40@outlook.com;;Campinas;SP;3.240,24;VAREJO;2025-09-22
CLT-0787;Karina Silva;25723163160;1968-06-23;karina.silva64@gmail.com;(19) 99254-2258;VITÓRIA;es;R$ 33797.70;VAREJO;25/03/2016
CLT-0745;Ana Santos;498.121.300-88;23-10-1954;ana.santosgmail.com;85 959637151;Campinas;SP;53843.52;Varejo;2024-01-30
CLT-0551;Vera Freitas;2647528646;09/05/1966;vera.freitas13@bol.com.br;11979752973;Rio de Janeiro;RJ;29163.20;VAREJO;05/08/2015
CLT-0426;Renato Ferreira;2052229993;22-abr-1984;renato.ferreira61@hotmail.com;+55 62 97997-6356;CAMPINAS;SP;6.593,67;PRIVATE;19/10/2021
CLT-0516;Isabela Nascimento;373.615.873-66;1977-07-30;isabela.nascimento42@bol.com.br;+55 41 96712-9350;Vitória;ES;16.606,15;Varejo;02/07/2020
CLT-0218;Rafaela Dias;64027011686;18-04-1988;rafaela.dias94@gmail.com;(31) 93890-7138;Curitiba;pr;R$ 17.570,41;premium;29/11/2025
CLT-0747;Paulo Ribeiro;28267126937;2004-07-04;paulo.ribeiro36@gmail.com;;Rio de Janeiro;RJ;R$ 4.163,04;premium;18-04-2024
CLT-0646;paulo freitas   ;47053110583;10-12-1957;paulo.freitasgmail.com;;Goiânia;GO;13149.07;premium;20/04/2026
CLT-0697;Otávio Barbosa Barbosa;627.205.364-99;1969-08-30;otavio.barbosa3@outlook.com;31996956718;Rio de Janeiro;RJ ;44602.17;Varejo;11-06-2018
CLT-0552;KARINA DIAS SOUZA;7797247925;19/04/1978;karina.souza35@hotmail.com;(21) 99220-9933;campinas;SP ;4128,08;Premium;17-03-2022
CLT-0186;SOFIA MARTINS CARDOSO;39597246657;22-10-1970;sofia.cardoso83@outlook.com;+55 47 94394-5627;Campinas;SP;R$ 49.048,37;Varejo;30/10/2025
CLT-0124;MARCOS ALMEIDA SOUZA;170.586.509-48;23/08/1961;marcos.souza76@outlook.com;;Brasília;DF;R$ 4.493,25;premium;2020-03-07
CLT-0159;lucas gomes oliveira;04310385695;24-11-1966;lucas.oliveira67@gmail.com;81996869986;Salvador;BA;R$ 14.497,22;VAREJO;16/12/17
CLT-0563;Priscila Pereira;942.039.831-35;01-nov-2000;priscila.pereira30@yahoo.com.br;(47) 91315-2850;Brasília;DF;19064.66;Premium;2024-05-21
CLT-0166;Carla  Rocha Monteiro;249.552.893-89;12-06-1993;carla.monteiro2@gmail.com;+55 11 99664-4555;FLORIANÓPOLIS;SC;R$ 7640.44;Premium;08/11/18
CLT-0143;Vera Souza;78469973354;30/03/56;vera.souzagmail.com;;Belo Horizonte;MG;1.778,75;PREMIUM;2026-06-13
CLT-0387;Natália Freitas;300.730.950-55;17-04-1959;natalia.freitas9@hotmail.com;(61) 98593-2396;Vitória;ES;R$ 42.298,31;VAREJO;2017-08-12
CLT-0461;Eduarda Carvalho;67398344883;08-jun-1966;eduarda.carvalho98@hotmail.com;;Goiânia;go;13048.12;Private;2021-09-06
CLT-0780;Rafaela Campos;623.945.994-26;1996-03-12;rafaela.campos89@hotmail.com;(11) 96292-4380;São Paulo;SP ;R$ 38.609,80;VAREJO;22/01/2016
CLT-0013;Wesley Campos;143.455.812-23;15/09/1989;wesley.campos58@outlook.com;41920527797;Florianópolis;SC ;51.106,99;Premium;29/04/2024
CLT-0412;  Samuel Oliveira Gomes;053.440.777-94;01/01/1896;samuel.gomesgmail.com;81 932897606;Vitória;ES;27.835,98;PREMIUM;2017-12-01
CLT-0362;  Henrique Ribeiro Araújo;75504768169;30/08/1966;henrique.araujo48@hotmail.com;19990331447;São Paulo;sp;R$ 1968.33;premium;2016-12-12
CLT-0421;Wesley Souza   ;536.415.471-55;09/05/2006;wesley.souza77@yahoo.com.br;31 969984513;CURITIBA;PR ;4.396,17;Varejo;08/03/2017
CLT-0395;Thiago Ribeiro Souza;820.736.511-89;1983-04-10;THIAGO.SOUZA@HOTMAIL.COM;;Curitiba;pr;6252.98;VAREJO;07/09/2018
CLT-0413;Larissa Barbosa;25523561781;23/02/1994;larissa.barbosa3@yahoo.com.br;+55 31 92665-2287;SALVADOR;BA;;Varejo;28-11-2019
CLT-0227;NICOLAS NASCIMENTO PEREIRA;84872975859;13/03/1978;nicolas.pereira39@outlook.com;(21) 91732-4884;manaus;AM;R$ 4.272,21;varejo;30-out-2019
CLT-0019;vinícius oliveira;133.412.328-12;2000-06-30;vinicius.oliveira67@yahoo.com.br;(47) 98699-5771;GOIÂNIA;go;R$ 18.322,00;Varejo;05-05-2021
CLT-0667;YASMIN RIBEIRO FERREIRA;3788119389;25/10/1988;yasmin.ferreira47@outlook.com;(85) 93731-1775;Brasília;DF;R$ 36.576,71;VAREJO;2015-04-17
CLT-0007;Diego Teixeira   ;169.985.435-34;1955-02-17;diego.teixeira9@bol.com.br;;BRASÍLIA;DF ;R$ 7378.19;Varejo;2015-03-18
CLT-0703;Fátima Carvalho;896.763.536-73;1953-03-01;fatima.carvalho68@outlook.com;(61) 99637-7676;São Paulo;SP;R$ 18.846,38;varejo;15/11/2017
CLT-0728;VINÍCIUS MARTINS;505.349.419-71;1963-08-31;vinicius.martins17@outlook.com;;MANAUS;am;1811,65;varejo;2023-10-19
CLT-0483;Samuel Oliveira Oliveira;752.070.20426;1965-08-20;;(21) 99128-2574;Salvador;BA;3910.96;Varejo;11/05/2018
CLT-0471;Isabela Monteiro Oliveira;919.832.102-91;12/11/71;;(19) 92212-8695;Belo Horizonte;MG;43794,83;Varejo;01/12/15
CLT-0318;Eduarda Pereira;39587395923;24/08/1979;eduarda.pereira3@yahoo.com.br;31926531429;Belém;pa;R$ 3528.59;Varejo;20-11-2015
CLT-0475;César Almeida;45080959481;13/01/2007;cesar.almeida94@bol.com.br;71 933366293;Belém;PA ;17.682,72;Varejo;21/07/2023
CLT-0803;  Larissa Ribeiro;83792640532;1960-03-13;larissa.ribeiro38@outlook.com;19980239558;Curitiba;PR ;5104.44;Varejo;25-11-2020
